LXX-GK
Septuagint, Greek text (Swete 1887-1930, public domain; digitized word-database by Eliran Wong, github.com/eliranwong/LXX-Swete-1930, GPL-3.0 compilation). Versification follows the LXX (Psalms run one behind the Hebrew), matching bibles/lxx.txt (Brenton).
Genesis 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Isaiah 60:18	καὶ οὐκ ἀκουσθήσεται ἔτι ἀδικία ἐν τῇ γῇ σου, οὐδὲ σύντριμμα οὐδὲ ταλαιπωρία ἐν τοῖς ὁρίοις σου, ἀλλά κληθήσεται Σωτήριον τὰ τείχη σου, καὶ αἱ πύλαι σου Γλύμμα.
Isaiah 60:19	καὶ οὐκ ἔσται σοι ἔτι ὁ ἥλιος εἰς φῶς ἡμέρας, οὐδὲ ἀνατολὴ σελήνης φωτιεῖ σοι τὴν νύκτα, ἀλλ᾽ ἔσται σοι Κύριος φῶς αἰώνιον, καὶ ὁ θεὸς δόξα σου.
Isaiah 60:20	οὐ γὰρ δύσεται ὁ ἥλιός σοι, καὶ ἡ σελήνη σοι οὐκ ἐκλείψει· ἔσται γὰρ Κύριός σοι φῶς αἰώνιον, καὶ ἀναπληρωθήσονται αἱ ἡμέραι τοῦ πένθους σου.
Isaiah 60:21	καὶ ὁ λαός σου πᾶς δίκαιος, δι᾽ αἰῶνος κληρονομήσουσιν τὴν γῆν, φυλάσσων τὸ φύτευμα, ἔργα χειρῶν αὐτοῦ εἰς δόξαν.
Isaiah 60:22	ὁ ὀλιγοστὸς ἔσται εἰς χιλιάδας, καὶ ὁ ἐλάχιστος εἰς ἔθνος μέγα· ἐγὼ Κύριος κατὰ καιρὸν συνάξω αὐτούς.
Isaiah 61:1	Πνεῦμα Κυρίου ἐπ᾽ ἐμέ, οὗ εἵνεκεν ἔχρισέν με· εὐαγγελίσασθαι πτωχοῖς ἀπέσταλκέν με, ἰάσασθαι τοὺς συντετριμμένους τὴν καρδίαν, κηρῦξαι αἰχμαλώτοις ἄφεσιν καὶ τυφλοῖς ἀνάβλεψιν,
Isaiah 61:2	καλέσαι ἐνιαυτὸν Κυρίου δεκτὸν καὶ ἡμέραν ἀνταποδόσεως, παρακαλέσαι πάντας τοὺς πενθοῦντας,
Isaiah 61:3	δοθῆναι τοῖς πενθοῦσιν Σειὼν αὐτοῖς δόξαν ἀντὶ σποδοῦ, ἄλιμμα εὐφροσύνης τοῖς πενθοῦσι, καταστολὴν δόξης ἀντὶ πνεύματος ἀκηδίας· καὶ κληθήσονται γενεαὶ δικαιοσύνης, φύτευμα Κυρίου εἰς δόξαν.
Isaiah 61:4	καὶ οἰκοδομήσουσιν ἐρήμους αἰωνίας, ἐξηρημωμένας πρότερον ἐξαναστήσουσιν· καὶ καινιοῦσιν πόλεις ἐρήμους, ἐξηρημωμένας εἰς γενεάς.
Isaiah 61:5	καὶ ἥξουσιν ἀλλογενεῖς ποιμαίνοντες τὰ πρόβατά σου, καὶ ἀλλόφυλοι ἀροτῆρες καὶ ἀμπελουργοί·
Isaiah 61:6	ὑμεῖς δὲ ἱερεῖς Κυρίου κληθήσεσθε, λειτουργοὶ θεοῦ· ἰσχὺν ἐθνῶν κατέδεσθε καὶ ἐν τῷ πλούτῳ αὐτῶν θαυμασθήσεσθε.
Isaiah 61:7	οὕτως τὴν γῆν ἐκ δευτέρας κληρονομήσουσι, καὶ εὐφροσύνη αἰώνιος ὑπὲρ κεφαλῆς αὐτῶν.
Isaiah 61:8	ἐγὼ γάρ εἰμι Κύριος ὁ ἀγαπῶν δικαιοσύνην καὶ μισῶν ἁρπάγματα ἐξ ἀδικίας· καὶ δώσω τὸν μόχθον αὐτῶν δικαίοις, καὶ διαθήκην αἰώνιον διαθήσομαι αὐτοῖς.
Isaiah 61:9	καὶ γνωσθήσεται ἐν τοῖς ἔθνεσιν τὸ σπέρμα αὐτῶν, καὶ τὰ ἔκγονα αὐτῶν ἐν μέσῳ τῶν λαῶν· πᾶς ὁ ὁρῶν αὐτοὺς ἐπιγνώσεται αὐτούς, ὅτι οὗτοί εἰσιν σπέρμα ηὐλογημένον ὑπὸ θεοῦ,
Isaiah 61:10	καὶ εὐφροσύνῃ εὐφρανθήσονται ἐπὶ Κύριον. Ἀγαλλιάσθω ἡ ψυχή μου ἐπὶ τῷ κυρίῳ· ἐνέδυσεν γάρ με ἱμάτιον σωτηρίου καὶ χιτῶνα εὐφροσύνης, περιέθηκέν μοι ὡς νυμφίῳ μίτραν, καὶ ὡς νύμφην κατεκόσμησέν με κόσμῳ.
Isaiah 61:11	καὶ ὡς γῆν αὔξουσαν τὸ ἄνθος αὐτῆς, καὶ ὡς κῆπος τὰ σπέρματα αὐτοῦ, οὕτως ἀνατελεῖ κύριος Κύριος δικαιοσύνην καὶ ἀγαλλίαμα ἐναντίον πάντων τῶν ἐθνῶν.
Isaiah 62:1	Διὰ Σειὼν οὐ σιωπήσομαι, καὶ διὰ Ἰερουσαλὴμ οὐκ ἀνήσω, ἕως ἂν ἐξέλθῃ ὡς φῶς ἡ δικαιοσύνη αὐτῆς, τὸ δὲ σωτήριόν μου ὡς λαμπὰς καυθήσεται.
Isaiah 62:2	καὶ ὄψονται ἔθνη τὴν δικαιοσύνην σου καὶ βασιλεῖς τὴν δόξαν σου, καὶ καλέσει σε τὸ ὄνομα τὸ καινὸν ὃ ὁ κύριος ὀνομάσει αὐτό.
Isaiah 62:3	καὶ ἔσῃ στέφανος κάλλους ἐν χειρὶ Κυρίου, καὶ διάδημα βασιλείας ἐν χειρὶ θεοῦ σου.
Isaiah 62:4	καὶ οὐκέτι κληθήσῃ Καταλελιμμένη, καὶ ἡ γῆ σου οὐ κληθήσεται ἔτι Ἔρημος· σοὶ γὰρ κληθήσεται Θέλημα ἐμόν, καὶ τῇ γῇ σου Οἰκουμένη, ὅτι εὐδόκησεν Κύριος ἐν σοί, καὶ ἡ γῆ σου συνοικισθήσεται.
Isaiah 62:5	καὶ ὡς συνοικῶν νεανίσκος παρθένῳ, οὕτως κατοικήσουσιν οἱ υἱοί σου· καὶ ἔσται ὃν τρόπον εὐφρανθήσεται νυμφίος ἐπὶ νύμφῃ, οὕτως εὐφρανθήσεται Κύριος ἐπὶ σοί.
Isaiah 62:6	Καὶ ἐπὶ τῶν τειχῶν σου, Ἰερουσαλήμ, κατέστησα φύλακας ὅλην τὴν ἡμέραν καὶ ὅλην τὴν νύκτα, οἳ διὰ τέλους οὐ σιωπήσονται μιμνησκόμενοι Κυρίου.
Isaiah 62:7	οὐκ ἔστιν γὰρ ὑμῖν ὅμοιος· ἐὰν διορθώσῃ, καὶ ποιήσῃ Ἰερουσαλὴμ ἀγαυρίαμα ἐπὶ τῆς γῆς.
Isaiah 62:8	ὤμοσεν Κύριος κατὰ τῆς δόξης αὐτοῦ καὶ κατὰ τῆς ἰσχύος τοῦ βραχίονος αὐτοῦ Εἰ ἔτι δώσω τὸν σῖτόν σου καὶ τὰ βρώματα τοῖς ἐχθροῖς σου, καὶ εἰ ἔτι πίονται υἱοὶ ἀλλότριοι τὸν οἶνόν σου ἐφ᾽ ᾧ ἐμόχθησας·
Isaiah 62:9	ἀλλ᾽ οἱ συναγαγόντες φάγονται αὐτὰ καὶ αἰνέσουσιν Κύριον, καὶ οἱ συναγαγόντες πίονται αὐτὰ ἐν ταῖς ἐπαύλεσιν ταῖς ἁγίαις μου.
Isaiah 62:10	πορεύεσθε διὰ τῶν πυλῶν μου καὶ ὁδοποιήσατε τῷ λαῷ μου καὶ τοὺς λίθους ἐκ τῆς ὁδοῦ διαρρίψατε, ἐξάρατε σύσσημον εἰς τὰ ἔθνη.
Isaiah 62:11	ἰδοὺ γὰρ Κύριος ἐποίησεν ἀκουστὸν ἕως ἐσχάτου τῆς γῆς· εἴπατε τῇ θυγατρὶ Σειών Ἰδοὺ ὁ σωτήρ σοι παραγέγονεν ἔχων τὸν ἑαυτοῦ μισθόν, καὶ τὸ ἔργον αὐτοῦ πρὸ προσώπου αὐτοῦ.
Isaiah 62:12	καὶ καλέσει αὐτὸν Λαὸν ἅγιον, λελυτρωμένον ὑπὸ Κυρίου, σὺ δὲ κληθήσῃ Ἐπιζητουμένη πόλις, καὶ Οὐκ ἐγκαταλελιμμένη.
Isaiah 63:1	Τίς οὗτος ὁ παραγινόμενος ἐξ Ἐδώμ, ἐρύθημα ἱματίων ἐκ Βοσόρ; οὕτως ὡραῖος ἐν στολῇ, βίᾳ μετὰ ἰσχύος; ἐγὼ διαλέγομαι δικαιοσύνην καὶ κρίσιν σωτηρίου.
Isaiah 63:2	διὰ τί σου ἐρυθρὰ τὰ ἱμάτια, καὶ τὰ ἐνδύματά σου ὡς ἀπὸ πατητοῦ ληνοῦ;
Isaiah 63:3	πλήρης καταπεπατημένης, καὶ τῶν ἐθνῶν οὐκ ἔστιν ἀνὴρ μετ᾽ ἐμοῦ, καὶ κατεπάτησα αὐτοὺς ἐν θυμῷ μου, καὶ κατέθλασα αὐτοὺς ὡς γῆν, καὶ κατήγαγον τὸ αἷμα αὐτῶν.
Isaiah 63:4	ἡμέρα γὰρ ἀνταποδόσεως ἦλθεν αὐτοῖς, καὶ ἐνιαυτὸς λυτρώσεως πάρεστιν.
Isaiah 63:5	καὶ ἐπέβλεψα, καὶ οὐκ ἦν βοηθός· καὶ προσενόησα, καὶ οὐθεὶς ἀντελαμβάνετο· καὶ ἐρρύσατο αὐτοὺς ὁ βραχίων μου, καὶ ὁ θυμός μου ἐπέστη.
Isaiah 63:6	καὶ κατεπάτησα αὐτοὺς τῇ ὀργῇ μου, καὶ κατήγαγον τὸ αἷμα αὐτῶν εἰς γῆν.
Isaiah 63:7	Τὸν ἔλεον Κυρίου ἐμνήσθην, τὰς ἀρετὰς Κυρίου ἐν πᾶσιν οἷς ἡμῖν ἀνταποδίδωσιν. Κύριος κριτὴς ἀγαθὸς τῷ οἴκῳ Ἰσραήλ, ἐπάγει ἡμῖν κατὰ τὸ ἔλεος αὐτοῦ καὶ κατὰ τὸ πλῆθος τῆς δικαιοσύνης αὐτοῦ.
Isaiah 63:8	καὶ εἶπεν Οὐχ ὁ λαός μου; τέκνα, οὐ μὴ ἀθετήσωσιν· καὶ ἐγένετο αὐτοῖς εἰς σωτηρίαν
Isaiah 63:9	ἐκ πάσης θλίψεως αὐτῶν. οὐ πρέσβυς οὐδὲ ἄγγελος, ἀλλ᾽ αὐτὸς ἔσωσεν αὐτούς, διὰ τὸ ἀγαπᾷν αὐτοὺς καὶ φείδεσθαι αὐτῶν· αὐτὸς ἐλυτρώσατο αὐτοὺς καὶ ἀνέλαβεν αὐτούς, καὶ ὕψωσεν αὐτοὺς πάσας τὰς ἡμέρας τοῦ αἰῶνος·
Isaiah 63:10	αὐτοὶ δὲ ἠπείθησαν καὶ παρώξυναν τὸ πνεῦμα τὸ ἅγιον αὐτοῦ· καὶ ἐστράφη αὐτοῖς εἰς ἔχθραν, αὐτὸς ἐπολέμησεν αὐτούς.
Isaiah 63:11	καὶ ἐμνήσθη ἡμερῶν αἰωνίων· ποῦ ὁ ἀναβιβάσας ἐκ τῆς θαλάσσης τὸν ποιμένα τῶν προβάτων; ποῦ ἐστιν ὁ θεὶς ἐν αὐτοῖς τὸ πνεῦμα τὸ ἅγιον;
Isaiah 63:12	ὁ ἀγαγὼν τῇ δεξιᾷ Μωσῆν, ὁ βραχίων τῆς δόξης αὐτοῦ; κατίσχυσεν ὕδωρ ἀπὸ προσώπου αὐτοῦ, ποιῆσαι ἑαυτῷ ὄνομα αἰώνιον.
Isaiah 63:13	ἤγαγεν αὐτοὺς δι᾽ ἀβύσσου ὡς ἵππον δι᾽ ἐρήμου, καὶ οὐκ ἐκοπίασαν,
Isaiah 63:14	καὶ ὡς κτήνη διὰ πεδίου· κατέβη πνεῦμα παρὰ Κυρίου καὶ ὡδήγησεν αὐτούς· οὕτως ἤγαγες τὸν λαόν σου, ποιῆσαι σεαυτῷ ὄνομα δόξης.
Isaiah 63:15	Ἐπίστρεψον ἐκ τοῦ οὐρανοῦ καὶ ἴδε ἐκ τοῦ οἴκου τοῦ ἁγίου σου καὶ δόξης σου· ποῦ ἐστιν ὁ ζῆλός σου καὶ ἡ ἰσχύς σου; ποῦ ἐστιν τὸ πλῆθος τοῦ ἐλέους σου καὶ οἰκτειρμῶν σου, ὅτι ἀνέσχου ἡμῶν;
Isaiah 63:16	σὺ γὰρ εἶ πατὴρ ἡμῶν, ὅτι Ἀβραὰμ οὐκ ἔγνω ἡμᾶς, καὶ Ἰσραὴλ οὐκ ἐπέγνω ἡμᾶς· ἀλλὰ σύ, Κύριε, πατὴρ ἡμῶν· ῥῦσαι ἡμᾶς, ἀπ᾽ ἀρχῆς τὸ ὄνομά σου ἐφ᾽ ἡμᾶς ἐστιν.
Isaiah 63:17	τί ἐπλάνησας ἡμᾶς, Κύριε, ἀπὸ τῆς ὁδοῦ σου; ἐσκλήρυνας τὰς καρδίας ἡμῶν τοῦ μὴ φοβεῖσθαί σε; ἐπίστρεψον διὰ τοὺς δούλους σου, διὰ τὰς φυλὰς τῆς κληρονομίας σου,
Isaiah 63:18	ἵνα μικρὸν κληρονομήσωμεν τοῦ ὄρους τοῦ ἁγίου σου.
Isaiah 63:19	ἐγενόμεθα ὡς τὸ ἀπ᾽ ἀρχῆς, ὅτε οὐκ ἦρξας ἡμῶν οὐδὲ ἐκλήθη τὸ ὄνομά σου ἐφ᾽ ἡμᾶς.
Isaiah 64:1	ἐὰν ἀνοίξῃς τὸν οὐρανόν, τρόμος λήμψεται ἀπὸ σοῦ ὄρη, καὶ τακήσονται
Isaiah 64:2	ὡς κηρὸς ἀπὸ πυρὸς τήκεται, καὶ κατακαύσει πῦρ τοὺς ὑπεναντίους, καὶ φανερὸν ἔσται τὸ ὄνομά σου ἐν τοῖς ὑπεναντίοις· ἀπὸ προσώπου σου ἔθνη ταραχθήσονται,
Isaiah 64:3	ὅταν ποιῇς τὰ ἔνδοξα· τρόμος λήμψεται ἀπὸ σοῦ ὄρη.
Isaiah 64:4	ἀπὸ τοῦ αἰῶνος οὐκ ἠκούσαμεν οὐδὲ οἱ ὀφθαλμοὶ ἡμῶν εἶδον θεὸν πλὴν σοῦ, καὶ τὰ ἔργα σου ἃ ποιήσεις τοῖς ὑπομένουσιν ἔλεον.
Isaiah 64:5	συναντήσεται τοῖς ποιοῦσιν τὸ δίκαιον, καὶ τῶν ὁδῶν σου μνησθήσονται. ἰδοὺ σὺ ὠργίσθης, καὶ ἡμεῖς ἡμάρτομεν· διὰ τοῦτο ἐπλανήθημεν,
Isaiah 64:6	καὶ ἐγενήθημεν ὡς ἀκάθαρτοι πάντες ἡμεῖς, ὡς ῥάκος ἀποκαθημένης πᾶσα ἡ δικαιοσύνη ἡμῶν· καὶ ἐξερύημεν ὡς φύλλα διὰ τὰς ἀνομίας ἡμῶν· οὕτως ἄνεμος οἴσει ἡμᾶς.
Isaiah 64:7	καὶ οὐκ ἔστιν ὁ ἐπικαλούμενος τὸ ὄνομά σου καὶ ὁ μνησθεὶς ἀντιλαβέσθαι σου· ὅτι ἀπέστρεψας τὸ πρόσωπόν σου ἀφ᾽ ἡμῶν, καὶ παρέδωκας ἡμᾶς διὰ τὰς ἁμαρτίας ἡμῶν.
Isaiah 64:8	Καὶ νῦν, Κύριε, πατὴρ ἡμῶν σύ, ἡμεῖς δὲ πηλός, ἔργα τῶν χειρῶν σου πάντες ἡμεῖς.
Isaiah 64:9	μὴ ὀργίζου ἡμῖν σφόδρα, καὶ μὴ ἐν καιρῷ μνησθῇς ἁμαρτιῶν ἡμῶν· καὶ νῦν ἐπίβλεψον, ὅτι λαός σου πάντες ἡμεῖς.
Isaiah 64:10	πόλις τοῦ ἁγίου σου ἐγενήθη ἔρημος Σειών· ὡς ἔρημος ἐγενήθη Ἰερουσαλήμ· εἰς κατάραν
Isaiah 64:11	ὁ οἶκος τὸ ἅγιον ἡμῶν, καὶ ἡ δόξα ἣν εὐλόγησαν οἱ πατέρες ἡμῶν ἐγενήθη πυρίκαυστος, καὶ πάντα ἔνδοξα ἡμῶν συνέπεσε.
Isaiah 64:12	καὶ ἐπὶ πᾶσι τούτοις ἀνέσχου, Κύριε, καὶ ἐσιώπησας, καὶ ἐταπείνωσας ἡμᾶς σφόδρα.
Isaiah 65:1	Ἐμφανὴς ἐγενήθην τοῖς ἐμὲ μὴ ἐπερωτῶσιν, εὑρέθην τοῖς ἐμὲ μὴ ζητοῦσιν· εἶπα Ἰδού εἰμι, τῷ ἔθνει οἳ οὐκ ἐκάλεσάν μου τὸ ὄνομα.
Isaiah 65:2	ἐξεπέτασα τὰς χεῖράς μου ὅλην τὴν ἡμέραν πρὸς λαὸν ἀπειθοῦντα καὶ ἀντιλέγοντα, τοῖς πορευομένοις ὁδῷ οὐ καλῇ ἀλλ᾽ ὀπίσω τῶν ἁμαρτιῶν αὐτῶν.
Isaiah 65:3	ὁ λαὸς οὗτος ὁ παροξύνων με ἐναντίον ἐμοῦ διὰ παντός· αὐτοὶ θυσιάζουσιν ἐν τοῖς κήποις καὶ θυμιῶσιν ἐπὶ ταῖς πλίνθοις τοῖς δαιμονίοις ἃ οὐκ ἔστιν,
Isaiah 65:4	ἐν τοῖς μνήμασιν καὶ ἐν τοῖς σπηλαίοις κοιμῶνται διὰ ἐνύπνια, οἱ ἔσθοντες κρέας ὕειον καὶ ζωμὸν θυσιῶν, μεμολυμμένα πάντα τὰ σκεύη αὐτῶν,
Isaiah 65:5	οἱ λέγοντες Πόρρω ἀπ᾽ ἐμοῦ, μὴ ἐγγίσῃς μοι, ὅτι καθαρός εἰμι· οὗτος καπνὸς τοῦ θυμοῦ μου, πῦρ καίεται ἐν αὐτῷ πάσας τὰς ἡμέρας.
Isaiah 65:6	ἰδοὺ γέγραπται ἐνώπιόν μου Οὐ σιωπήσω ἕως ἂν ἀποδώσω εἰς τὸν κόλπον αὐτῶν
Isaiah 65:7	τὰς ἁμαρτίας αὐτῶν καὶ τῶν πατέρων αὐτῶν, λέγει Κύριος· οἳ ἐθυμίασαν ἐπὶ τῶν ὀρέων καὶ ἐπὶ τῶν βουνῶν ὠνείδισάν με, ἀποδώσω τὰ ἔργα αὐτῶν εἰς τὸν κόλπον αὐτῶν.
Isaiah 65:8	Οὕτως λέγει Κύριος Ὃν τρόπον εὑρεθήσεται ὁ ῥὼξ ἐν τῷ βότρυι, καὶ ἐροῦσιν Μὴ λυμήνῃ αὐτόν, ὅτι εὐλογία ἐστὶν ἐν αὐτῷ· οὕτως ποιήσω ἕνεκεν τοῦ δουλεύοντός μοι, τούτου ἕνεκεν οὐ μὴ ἀπολέσω πάντας.
Isaiah 65:9	καὶ ἐξάξω τὸ ἐξ Ἰακὼβ σπέρμα καὶ ἐξ Ἰούδα, καὶ κληρονομήσει τὸ ὄρος τὸ ἅγιόν μου, καὶ κληρονομήσουσιν οἱ ἐκλεκτοί μου καὶ οἱ δοῦλοί μου, καὶ κατοικήσουσιν ἐκεῖ.
Isaiah 65:10	καὶ ἔσονται ἐν τῷ δρυμῷ ἐπαύλεις ποιμνίων, καὶ φάραγξ Ἀχὼρ εἰς ἀνάπαυσιν βουκολίων τῷ λαῷ μου οἳ ἐζήτησάν με.
Isaiah 65:11	ὑμεῖς δὲ οἱ ἐγκαταλιπόντες με καὶ ἐπιλανθανόμενοι τὸ ὄρος τὸ ἅγιόν μου, καὶ ἐτοιμάζοντες τῷ δαιμονίῳ τράπεζαν καὶ πληροῦντες τῇ τύχῃ κέρασμα,
Isaiah 65:12	ἐγὼ παραδώσω ὑμᾶς εἰς μάχαιραν, πάντες ἐν σφαγῇ πεσεῖσθε· ὅτι ἐκάλεσα ὑμᾶς καὶ οὐχ ὑπηκούσατε, ἐλάλησα καὶ παρηκούσατε, καὶ ἐποιήσατε τὸ πονηρὸν ἐναντίον ἐμοῦ καὶ ἃ οὐκ ἐβουλόμην ἐξελέξασθε.
Isaiah 65:13	Διὰ τοῦτο τάδε λέγει Κύριος Ἰδοὺ οἱ δουλεύοντές μοι φάγονται, ὑμεῖς δὲ πεινάσετε· ἰδοὺ οἱ δουλεύοντές μοι πίονται, ὑμεῖς δὲ διψήσετε· ἰδοὺ οἱ δουλεύοντές μοι εὐφρανθήσονται, ὑμεῖς δὲ αἰσχυνθήσεσθε·
Isaiah 65:14	ἰδοὺ οἱ δουλεύοντές μοι ἀγαλλιάσονται ἐν εὐφροσύνῃ, ὑμεῖς δὲ κεκράξεσθε διὰ τὸν πόνον τῆς καρδίας, καὶ ἀπὸ συντριβῆς πνεύματος ὑμῶν ὀλολύξετε.
Isaiah 65:15	καταλείψετε γὰρ τὸ ὄνομα ὑμῶν εἰς πλησμονὴν τοῖς ἐκλεκτοῖς μου, ὑμᾶς δὲ ἀνελεῖ Κύριος. τοῖς δὲ δουλεύουσί μοι κληθήσεται ὄνομα καινόν,
Isaiah 65:16	ὃ εὐλογηθήσεται ἐπὶ τῆς γῆς· εὐλογήσουσιν γὰρ τὸν θεὸν τὸν ἀληθινόν, καὶ οἱ ὀμνύοντες ἐπὶ τῆς γῆς ὀμοῦνται τὸν θεὸν τὸν ἀληθινόν. ἐπιλήσονται γὰρ τὴν θλίψιν τὴν πρώτην, καὶ οὐκ ἀναβήσεται αὐτῶν ἐπὶ τὴν καρδίαν.
Isaiah 65:17	Ἔσται γὰρ ὁ οὐρανὸς καινὸς καὶ ἡ γῆ καινή, καὶ οὐ μὴ μνησθῶσιν τῶν προτέρων οὐδ᾽ οὐ μὴ ἐπέλθῃ αὐτῶν ἐπὶ τὴν καρδίαν,
Isaiah 65:18	ἀλλ᾽ εὐφροσύνην καὶ ἀγαλλίαμα εὑρήσουσιν ἐν αὐτῇ· ὅτι ἰδοὺ ἐγὼ ποιῶ Ἰερουσαλὴμ ἀγαλλίαμα καὶ τὸν λαόν μου εὐφροσύνην.
Isaiah 65:19	καὶ ἀγαλλιάσομαι ἐπὶ Ἰερουσαλήμ, καὶ εὐφρανθήσομαι ἐπὶ τῷ λαῷ μου· καὶ οὐκέτι μὴ ἀκουσθῇ ἐν αὐτῇ φωνὴ κλαυθμοῦ καὶ φωνὴ κραυγῆς,
Isaiah 65:20	οὐδ᾽ οὐ μὴ γένηται ἔτι ἐκεῖ ἄωρος καὶ πρεσβύτης ὃς οὐκ ἐμπλήσει τὸν χρόνον αὐτοῦ· ἔσται γὰρ ὁ νέος ἑκατὸν ἐτῶν, ὁ δὲ ἀποθνήσκων ἁμαρτωλὸς ἑκατὸν ἐτῶν, καὶ ἐπικατάρατος ἔσται.
Isaiah 65:21	καὶ οἰκοδομήσουσιν οἰκίας καὶ αὐτοὶ ἐνοικήσουσιν, καὶ καταφυτεύσουσιν ἀμπελῶνας καὶ αὐτοὶ φάγονται τὰ γενήματα αὐτῶν·
Isaiah 65:22	οὐ μὴ οἰκοδομήσουσιν καὶ ἄλλοι ἐνοικήσουσιν, καὶ οὐ μὴ φυτεύσουσιν καὶ ἄλλοι φάγονται. κατὰ γὰρ τὰς ἡμέρας τοῦ ξύλου τῆς ζωῆς αἱ ἡμέραι τοῦ λαοῦ μου· τὰ γὰρ ἔργα τῶν πόνων αὐτῶν παλαιώσουσιν.
Isaiah 65:23	οἱ ἐκλεκτοί μου οὐ κοπιάσουσιν εἰς κενόν, οὐδὲ τεκνοποιήσουσιν εἰς κατάραν, ὅτι σπέρμα εὐλογημένον ὑπὸ θεοῦ ἐστιν, καὶ τὰ ἔκγονα αὐτῶν μετ᾽ αὐτῶν.
Isaiah 65:24	καὶ ἔσται πρὶν κεκράξαι αὐτοὺς ἐγὼ ὑπακούσομαι αὐτῶν, ἔτι λαλούντων αὐτῶν ἐρῶ Τί ἐστιν;
Isaiah 65:25	τότε λύκοι καὶ ἄρνες βοσκηθήσονται ἅμα, καὶ λέων ὡς βοῦς φάγεται ἄχυρα, ὄφις δὲ γῆν ὡς ἄρτον· οὐκ ἀδικήσουσιν οὐδὲ λυμανοῦνται ἐπὶ τῷ ὄρει τῷ ἁγίῳ μου, λέγει Κύριος.
Isaiah 66:1	Οὕτως λέγει Κύριος Ὁ οὐρανός μου θρόνος, καὶ ἡ γῆ ὑποπόδιον τῶν ποδῶν μου· ποῖον οἶκον οἰκοδομήσετέ μοι; καὶ ποῖος τόπος τῆς καταπαύσεώς μου;
Isaiah 66:2	πάντα γὰρ ταῦτα ἐποίησεν ἡ χείρ μου, καί ἐστιν ἐμὰ πάντα ταῦτα, λέγει Κύριος· καὶ ἐπὶ τίνα ἐπιβλέψω ἀλλ᾽ ἢ ἐπὶ τὸν ταπεινὸν καὶ ἡσύχιον καὶ τρέμοντα τοὺς λόγους μου;
Isaiah 66:3	ὁ δὲ ἄνομος ὁ θύων μοι μόσχον ὡς ἀποκτέννων κύνα, ὁ δὲ ἀναφέρων σεμίδαλιν ὡς αἷμα ὕειον, ὁ διδοὺς λίβανον εἰς μνημόσυνον ὡς βλάσφημος. καὶ αὐτοὶ ἐξελέξαντο τὰς ὁδοὺς αὐτῶν, καὶ τὰ βδελύγματα αὐτῶν ἡ ψυχὴ αὐτῶν ἠθέλησεν,
Isaiah 66:4	καὶ ἐγὼ ἐκδέξομαι τὰ ἐμπαίγματα αὐτῶν, καὶ τὰς ἁμαρτίας ἀνταποδώσω αὐτοῖς· ὅτι ἐκάλεσα αὐτοὺς καὶ οὐχ ὑπήκουσάν μου, ἐλάλησα καὶ οὐκ ἤκουσαν, καὶ ἐποίησαν τὸ πονηρὸν ἐναντίον ἐμοῦ καὶ ἃ οὐκ ἐβουλόμην ἐξελέξαντο.
Isaiah 66:5	Ἀκούσατε ῥήματα Κυρίου, οἱ τρέμοντες τὸν λόγον αὐτοῦ· εἴπατε, ἀδελφοὶ ἡμῶν, τοῖς μισοῦσιν ὑμᾶς καὶ βδελυσσομένοις, ἵνα τὸ ὄνομα Κυρίου δοξασθῇ καὶ ὀφθῇ ἐν τῇ εὐφροσύνῃ αὐτῶν, καὶ ἐκεῖνοι αἰσχυνθήσονται.
Isaiah 66:6	φωνὴ κραυγῆς ἐκ πόλεως, φωνὴ ἐκ ναοῦ, φωνὴ Κυρίου ἀνταποδιδόντος ἀνταπόδοσιν τοῖς ἀντικειμένοις.
Isaiah 66:7	πρὶν τὴν ὠδίνουσαν τεκεῖν, πρὶν ἐλθεῖν τὸν πόνον τῶν ὠδίνων, ἐξέφυγεν καὶ ἔτεκεν ἄρσεν.
Isaiah 66:8	τίς ἤκουσεν τοιοῦτο, καὶ τίς ἑόρακεν οὕτως; εἰ ὤδινεν γῆ ἐν ἡμέρᾳ μιᾷ, ἢ καὶ ἐτέχθη ἔθνος εἰς ἅπαξ; ὅτι ὤδινεν καὶ ἔτεκεν Σειὼν τὰ παιδία αὐτῆς.
Isaiah 66:9	ἐγὼ δὲ ἔδωκα τὴν προσδοκίαν ταύτην, καὶ οὐκ ἐμνήσθης μου, εἶπεν Κύριος. οὐκ ἰδοὺ ἐγὼ γεννῶσαν καὶ στεῖραν ἐποίησα; εἶπεν ὁ θεός σου.
Isaiah 66:10	Εὐφράνθητι, Ἰερουσαλήμ, καὶ πανηγυρίσατε ἐν αὐτῇ πάντες οἱ ἀγαπῶντες αὐτήν, χάρητε ἅμα αὐτῇ χαρᾷ πάντες ὅσοι πενθεῖτε ἐπ᾽ αὐτῇ,
Isaiah 66:11	ἵνα θηλάσητε καὶ ἐμπλησθῆτε ἀπὸ μαστοῦ παρακλήσεως αὐτῆς, ἵνα ἐκθηλάσαντες τρυφήσητε ἀπὸ εἰσόδου δόξης αὐτῆς.
